service_id,title,purpose_summary,category,org_name,org_type,applicant_type,support_type,apply_method,apply_period,min_amount,max_amount,phone,detail_url,age_min,age_max,age_unit,age_note,age_restriction,income_type,income_percentage,income_amount,income_unit,income_note,income_restriction,target_age_group,target_employment,target_education,target_household,target_special,target_occupation,target_specific_conditions,target_note,selection_method,required_documents,evaluation_criteria,selection_specific_conditions,selection_note,residence_type,specific_regions,residence_duration,residence_duration_unit,residence_specific_conditions,residence_note,support_summary,support_amount_type,support_note
127000000037,소년원 출원생 등 소외계층 청소년을 위한 청소년자립생활관 운영 지원,"소외계층 청소년에게 생활공간을 제공하여 무료숙식, 대학진학 등 사회정착 지원",보육·교육,법무부,중앙행정기관,개인,서비스(일자리),방문신청,접수기관 별 상이,,,(재)한국소년보호협회 보호사업팀/02-323-2770,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000037,12.0,24.0,세,,있음,,,,,,제한없음,청소년,무관,,,[],[],"소년원 출원생, 보호관찰 대상자 등 소외계층 청소년",,서류심사,[],[],만 12세 ~ 만 24세,,전국,[],,,,,,,
128000000001,범죄 피해 구조금 지급,"범죄피해자 및 가족 등에게 상담 및 의료, 구조금, 주거지원 등의 구조방안 제공",행정·안전,대검찰청,중앙행정기관,개인,현금,방문신청,접수기관 별 상이,,,검찰청 피해자지원실/1577-2584,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000001,,,,,제한없음,,,,,,제한없음,,,,,[],[],"타인의 범죄행위로 피해를 당한 사람과 그 배우자, 직계친족, 형제자매 등",,서류심사,"['신분증 사본', '자격증 사본']","['학력', '경력']",해외에서 발생한 사고에 대한 책임 경감 방안 검토 필요,,전국,[],,,,,,,
128000000002,이전비 지원,범죄피해자 혹은 신고자 등이 보복우려를 피해 이전할 경우 이사비용을 지원,행정·안전,대검찰청,중앙행정기관,개인,현금,방문신청,접수기관 별 상이,,,검찰청 피해자지원실/1577-2584,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000002,,,,,제한없음,,,,,,제한없음,,,,,[],[],범죄피해자나 중대범죄 신고자 또는 그 친족 등,,이사 지원자 선정,"['신분증 사본', '이전 주소지 확인서']","['이사 필요성', '위험도 평가']",범죄피해자 등의 보복 가능성 고려,이사 신청자의 안전을 최우선으로 고려함,전국,[],,,보복의 우려로 인한 거주지 이전의 경우 이사비용을 지원,,,,
128000000003,범죄피해자에 대한 경제적 지원,"범죄피해자 및 가족 등에게 치료비, 생계비, 학자금, 장례비 등 경제적 지원",행정·안전,대검찰청,중앙행정기관,개인,의료지원||현금,방문신청,접수기관 별 상이,,,검찰청 피해자지원실/1577-2584,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000003,,,,,제한없음,,,,,,제한없음,,,,,[],[],"범죄행위로 피해를 당한 피해자 본인, 그 배우자, 직계친족 및 4촌 이내의 친족",,서류심사,[],[],범죄피해자에 대한 경제적 지원 업무처리지침 제3조에 해당하는 경우,,전국,[],,,,,,,
128000000004,범죄수익환수 포상금 지급,범죄수익환수 공로가 있는 자에게 심의위원회 결정에 따라 포상금 지급,행정·안전,대검찰청,중앙행정기관,개인,현금,방문신청,접수기관 별 상이,500000.0,100000000.0,대검찰청 마약·조직범죄부 범죄수익환수과/02-3480-2601,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000004,,,,,제한없음,,,,,,제한없음,,,,,[],[],"범죄수익은닉의 규제 및 처벌 등에 관한 법률 제13조, 범죄수익은닉의 규제 및 처벌 등에 관한 법률 시행령에 따른 몰수 대상 재산이 몰수·추징되어 국고에 귀속된 경우에 수사기관에 신고한 자 또는 몰수·추징에 공로가 있는 자",,서류심사,[],[],"범죄행위에 대하여 수사의 단서를 제공한 경우, 몰수대상재산이나 은닉재산을 신고하거나 그 재산의 소재를 확인할 수 있는 중요한 정보를 제공한 경우",,전국,[],,,,,,,
129000000007,군인 재해보상 유족급여 지급,군인이 공무상 재해 및 사망시 신청조건 등에 따라 유족에게 연금 및 급여 등 지급,생활안정,국방부,중앙행정기관,개인,현금,방문신청,급여의 사유가 발생한 날로부터 5년 이내(2012. 7. 1. 이후 군인사법 제54조의4 제1항에 따라 전공사상심사위원회의 재심사를 통하여 순직으로 인정된 경우에는 순직 결정일로부터 5년 이내),,,국군재정관리단 순직유족연금담당/02-3146-6487,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000007,,,,,제한없음,,,,,,제한없음,,,,,[],[],"부사관 이상의 현역 군인(단, 지원에 의하지 아니하고 임용된 부사관은 제외)의 유족 - 유족 : 군인연금법 제3조 제1항 제4호에 해당하는 배우자, 자녀, 부모, 손자녀, 조부모",,서류심사,"['유족 관계증명서', '사망 증명서']","['군인이 공무상 부상이나 질병으로 장해가 되었는지 여부', '군인이 공무상 사망한 경우 여부']","퇴역연금, 상이연금, 퇴직연금 또는 조기퇴직연금 수급자는 중복수혜 불가",,전국,[],,,,,,,
129000000008,특수임무수행자와 그 유족에 대한 보상,"ㅇ 특수임무수행자 및 유족에게 보상금, 특별위로금 및 공로금 등 지급",생활안정,국방부,중앙행정기관,개인,현금,방문신청||직접입력,2025. 4. 1. ~ 2026. 3. 31.,,,특수임무수행자 보상심의위원회(특수임무수행자 보상지원단)/02-3476-8010||특수임무수행자 보상심의위원회(특수임무수행자 보상지원단)/02-748-7143,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000008,,,,,제한없음,,,,,,제한없음,,,,,[],[],특수임무를 수행한 군인 및 특수임무수행자의 유족,,서류심사,"['서류1', '서류2']",['법률에 명시된 기준'],"특수임무수행자 보상에 관한 법률 제2조, 제4조, 시행령 제2조, 제4조에 명시된 선정 기준을 준수해야 함",,전국,[],,,,,,,
129000000009,장병 인권상담 지원,"병역명문가에 대해 기념품 전달, 주요행사 초청, 시설 이용 시 우대 등의 서비스 제공",행정·안전,국방부,중앙행정기관,개인,기타(상담)||상담/법률지원,기타 온라인신청||방문신청,접수기관 별 상이,,,국방부 군인권총괄담당관실/02-748-6832||국방부 군인권총괄담당관실/02-748-6833,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000009,,,,,제한없음,,,,,,제한없음,,무관,,,[],"['장병', '군무원', '일반 국민']",,,서류심사,[],[],지원대상과 동일해야 함,,전국,[],,,,,,,
129000000013,전역예정군인 재취업 지원,"전역예정장병에게 전직상담 및 교육, 취업 등에 대한 서비스 지원",고용·창업,국방부,중앙행정기관,개인,상담/법률지원||서비스(일자리),기타 온라인신청,사업별 상이,,,국방전직교육원 일자리지원부/031-760-9340,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000013,,,,,제한없음,,,,,,제한없음,,,,,[],['전역예정장병'],,,서류심사,[],[],전역예정장병 누구나 지원 가능,,전국,[],,,,,,,
129000000014,6·25 비정규군 공로자 보상 안내,공로금 지급,생활안정,국방부,중앙행정기관,개인,현금,방문신청||직접입력,2025.04.01~2026.03.31,,,6·25 비정규군 보상지원단/02-6424-5502||6·25 비정규군 보상지원단/02-6424-5503||6·25 비정규군 보상지원단/02-6424-5505,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000014,,,,,제한없음,,,,,,제한없음,,,,,['기타'],['프리랜서'],"1948년 8월 15일부터 1953년 7월27일까지의 기간 동안 국군조직법에 다른 국군이 아닌 신분으로 다음 각 목의 조직이나 부대에 소속되어 적의 점령·지배·활동 지역으로 침투하여 수행한 적 병력살상, 주요시설 파괴, 화력유도 등 유격 도는 첩보수집 활동을 수행한 사람 ○ 미국 극동사령부 주한연락처(Korea Liasion Office) ○ 미군 8240부대(한국군 8250부대로 전환된 인원) ○ 그 밖에 대통령령으로 정하는 조직 또는 부대 1. 미국 극동공군사령부 첩보부대 2. 미국 중앙정보국 첩보부대 3. 그 밖에 제4조제1항 각 호 외의 부분에 따른 비정규군 공로자 보상심의 위원회가 비정규군이 소속된 것으로 인정하는 조직 또는 부대 ○ 공로금 지급 신청 대상 : 공로자 본인 또는 유족(배우자 및 직계존비속)",,서류심사,[],[],"1948년 8월 15일부터 1953년 7월27일까지의 기간 동안 국군조직법에 다른 국군이 아닌 신분으로 다음 각 목의 조직이나 부대에 소속되어 적의 점령·지배·활동 지역으로 침투하여 수행한 적 병력살상, 주요시설 파괴, 화력유도 등 유격 도는 첩보수집 활동을 수행한 사람 ○ 미국 극동사령부 주한연락처(Korea Liasion Office) ○ 미군 8240부대(한국군 8250부대로 전환된 인원) ○ 그 밖에 대통령령으로 정하는 조직 또는 부대 1. 미국 극동공군사령부 첩보부대 2. 미국 중앙정보국 첩보부대 3. 그 밖에 제4조제1항 각 호 외의 부분에 따른 비정규군 공로자 보상심의 위원회가 비정규군이 소속된 것으로 인정하는 조직 또는 부대",,전국,[],,,,,,,
129000000015,전역예정장병 취업활동지원,장기간 사회와 단절된 생활로 사회적응 및 취업준비가 필요한 전역예정장병의 취업활동 지원,고용·창업,국방부,중앙행정기관,개인,기타(교육)||기타(상담)||서비스(일자리),기타 온라인신청,상시신청,,,국방전직교육원/031-760-9340,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000015,,,,,제한없음,,,,,,제한없음,,,,,[],['전역예정장병'],,,서류심사,[],[],해당 없음,,전국,[],,,,,,,
129000000029,병 자기개발비용 지원 사업,군 복무 중인 병의 자기개발비용을 지원,보육·교육,국방부,중앙행정기관,개인,기타,기타 온라인신청,"www.narasarang.or.kr에 안내('25년 기준, 1. 1.~11. 30. 다만, 예산 조기 소진 시 변경 가능)",20000.0,240000.0,나라사랑포털/15220770,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000029,,,,,제한없음,,,,,,제한없음,,,,,[],['군인'],군 복무 중 국방부장관이 정한 자기개발활동에 소요된 비용의 일부를 지원함,"군 복무 중 실천이 가능한 자기개발활동으로서 도서구입비, 강좌수강료, 학습용품비, 국가/민간 자격 또는 능력 시험 응시료를 대상으로 함",서류심사,[],[],병 및 상근예비역에 대한 선정 기준과 우선순위를 적용,,전국,[],,,,,,,
131200000002,지방공무원 신규 임용시험 응시 수수료 면제,지방공무원 신규 임용에 응시할 경우 수수료 면제,행정·안전,행정안전부,중앙행정기관,개인,현금(감면),기타 온라인신청,상시신청,,,지방자치단체 인터넷원서접수센터/044-205-3345,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000002,,,,,제한없음,,,,,,제한없음,,,,2인가구,"['저소득층', '장애인', '2명 이상의 미성년 자녀가 있는 사람']",[],지방공무원 신규임용시험에 응시하는 대상,,서류심사,"['가족관계증명서', '소득증빙서류']","['국민기초생활 보장법 수급자', '장애인염금법 수급자', '미성년 자녀 2명 이상']",국민기초생활 보장법 수급자(차상위 계층 포함) 또는 한부모가족지원법에 따른 지원 대상자이거나 장애인염금법에 따른 수급자이거나 민법 제4조에 따른 2명 이상의 미성년 자녀가 있는 사람,,전국,[],,,,,,,
131200000004,장애인차량취득세및자동차세감면,장애인이 보철용·생업활동용으로 사용하기 위해 취득하는 자동차 취득세 및 자동차세 감면,행정·안전,행정안전부,중앙행정기관,개인,현금(감면),방문신청,자세한 날짜는 시군구청에 따라 다를 수 있음,,,지방세 one call 서비스/1577-5700,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000004,,,,,제한없음,,,,,,제한없음,,,,,['장애인'],[],장애인(「장애인복지법」에 따른 장애인으로서 장애정도가 심한 장애인)이 보철용·생업활동용으로 사용하기 위하여 취득하는 특정 자동차에 대한 취득세 및 자동차세 면제 조건,,서류심사,[],[],"장애인 본인이나 장애인과 「주민등록법」에 따른 세대별 주민등록표에 의하여 세대를 함께 하는 것이 확인되는 배우자ㆍ직계존속ㆍ직계비속ㆍ형제자매 등이 공동명의로 등록하는 1대, 장애인(「장애인복지법」에 따른 장애인으로서 장애정도가 심한 장애인)이 보철용·생업활동용으로 사용하기 위하여 취득하는 자동차로서 특정 조건에 해당하는 경우 취득세 및 자동차세 면제",,전국,[],,,,,,,
131200000005,노인복지시설 지방세 감면,"노인복지시설 설치ㆍ운영을 위해 취득한 부동산의 취득세면제, 재산세경감",행정·안전,행정안전부,중앙행정기관,법인/시설/단체,현금(감면),방문신청,접수기관 별 상이,,,지방세 상담센터/1577-5700||세종시 지방세상담/044-120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000005,,,,,제한없음,,,,,,제한없음,노인,,,,[],[],「노인복지법」 제31조에 따른 노인복지시설을 설치ㆍ운영하기 위하여 취득하는 부동산,,서류심사,[],[],「노인복지법」 제31조에 따른 노인복지시설 운영에 필요한 자격 요건을 충족하는 자,,전국,[],,,,,,,
131200000006,국가유공자 등이 대부금으로 취득하는 부동산 취득세 감면,국가유공자 등이 대부금으로 취득하는 부동산에 대하여 취득세 감면,행정·안전,행정안전부,중앙행정기관,개인,현금(감면),방문신청,상시신청,,,지방세 one call 서비스/1577-5700,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000006,,,,,제한없음,,,,,,제한없음,,,,,[],[],"국가 유공자 등 예우 및 지원에 관한 법률, 보훈보상대상자 지원에 관한 법률, 5.18민주유공자예우에 관한 법률 및 특수임무유공자 예우 및 단체 설립에 관한 법률에 따른 대부금으로 부동산 취득 -전용면적 85제곱미터 이하인 주택(대부금 초과부분 포함) -전용면적 85제곱미터 이하인 주택 외의 부동산(대부금 초과 부분 제외)",,동일,[],[],지원자의 대상이 지원 대상과 동일해야 함,,전국,[],,,,,,,
131200000008,다자녀가구 자동차취득세 감면,다자녀가구가 취득한 자동차 취득세 감면,행정·안전,행정안전부,중앙행정기관,개인,현금(감면),방문신청,자세한 날짜는 시군구청에 따라 다를 수 있음,700000.0,1400000.0,지방세 one call 서비스/1577-5700,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000008,18.0,,세,,제한없음,,,,,,제한없음,,,,,[],[],"만18세 미만의 자녀 2명 이상을 양육하는 자(가족관계등록부 기준, 양자 및 배우자 자녀 포함)",,서류심사,[],[],"3자녀 취득세 100%(단, 6인 이하 승용자동차는 140만원 한도) / 2자녀 취득세 50%(단, 6인 이하 승용자동차는 70만원 한도)",,전국,[],,,,,,,
131200000010,영유아 보육시설 지방세 감면,"영육아보육 시설 설치ㆍ운영을 위해 취득한 부동산의 취득세,재산세 면제",행정·안전,행정안전부,중앙행정기관,법인/시설/단체,현금(감면),방문신청,접수기관 별 상이,,,지방세 상담센터/1577-5700,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000010,,,,,제한없음,,,,,,제한없음,,,,,[],[],"「영유아보육법」에 따른 어린이집 및 「유아교육법」에 따른 유치원 설치ㆍ운영하기 위하여 취득하는 부동산, 「영유아보육법」 제10조제4호에 따른 직장어린이집을 법인ㆍ단체 또는 개인에게 위탁하여 운영하기 위하여 취득하는 부동산",,서류심사,[],[],어린이집 및 유치원 운영을 위한 부동산 취득 시에는 「영유아보육법」 및 「유아교육법」에 따른 관련 법규 준수 여부,,전국,[],,,,,,,
131200000011,국가유공자 단체 등에 대한 지방세 감면,국가유공자 단체가 취득 및 소유한 부동산에 대해 지방세 면제,행정·안전,행정안전부,중앙행정기관,법인/시설/단체,현금(감면),방문신청,접수기관 별 상이,,,지방세 상담센터/1577-5700||세종시 지방세상담/044-120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000011,,,,,제한없음,,,,,,제한없음,노인,무관,무관,무관,['기타'],['기타'],국가유공자 등 단체 설립에 관한 법률에 따라 설립된 국가유공자 단체 등이 취득 및 소유하는 부동산,,서류심사,[],[],지원대상과 동일해야 함,,특정지역,[],2026.0,년,국가유공자 등 단체 설립에 관한 법률에 따라 설립된 국가유공자 단체 등이 취득 및 소유하는 부동산에 대하여 특정 지방세 면제 조건,2026년 12월 31일까지 해당 조건이 유효함,,,
131200000012,사회복지법인 지방세 감면,"사회복지법인 및 단체가 사회복지사업 운영을 위해 취득하는 부동산에 대해 취득세, 재산세 등",행정·안전,행정안전부,중앙행정기관,법인/시설/단체,현금(감면),방문신청,접수기관 별 상이,,,지방세 상담센터/1577-5700||세종시 지방세상담/044-120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000012,,,,,제한없음,,25.0,,,,있음,,,,,"['장애인', '한부모', '다문화', '북한이탈주민', '기초생활수급자', '차상위계층', '기타']",[],사회복지사업법에 따라 설립된 사회복지법인과 사회복지사업을 목적으로 하는 단체 및 한국한센복지협회,,서류심사,[],[],지원대상과 동일해야 함,,전국,[],,,,,,,
131200000013,사회적기업 지방세 감면,"규모가 중소기업인 사회적기업에 대하여 취득세,재산세 감면",행정·안전,행정안전부,중앙행정기관,법인/시설/단체,현금(감면),방문신청,접수기관 별 상이,,,지방세 상담센터/1577-5700||세종시 지방세상담/044-120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000013,,,,,제한없음,기타,25.0,,,,제한없음,,,,,[],[],사회적기업육성법 제2조제1호에 따른 사회적기업(상법에 따른 회사인 경우에는 '중소기업기본법' 제2조제1항에 따른 중소기업으로 한정),,서류심사,[],[],지원대상과 동일한 조건을 충족해야 함,,전국,[],,,,,,,
131200000014,국가유공자 차량취득세 및 자동차세 감면,국가유공자 등이 취득하는 차량에 대한 취득세 및 자동차세 감면,행정·안전,행정안전부,중앙행정기관,개인,현금(감면),방문신청,자세한 날짜는 시군구청에 따라 다를 수 있음,,,지방세 one call 서비스/1577-5700,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/131200000014,,,,,제한없음,,,,,,제한없음,,,,,"['국가유공자', '5ㆍ18민주화운동부상자', '고엽제후유의증환자', '보훈보상대상자']",,"국가유공자, 5ㆍ18민주화운동부상자, 고엽제후유의증환자, 보훈보상대상자",자동차 취득세 및 자동차세 감면 혜택 대상자,서류심사,"['국가유공자 등 예우 및 지원에 관한 법률 증명서', '신체장해등급 증명서', '장애등급 증명서', '보훈보상대상자 증명서']","['상이등급 1급부터 7급까지의 판정', '신체장해등급 1급부터 14급까지의 판정', '경도(輕度) 장애 이상의 장애등급 판정', '보훈보상대상자 지정 여부']","국가유공자, 5ㆍ18민주화운동부상자, 고엽제후유의증환자, 보훈보상대상자에 해당하는 자",,전국,[],,,,,,,
132000000001,외국인 범죄 예방교실 운영 지원,국내 체류 외국인에게 법규에 대한 상담 및 교육 프로그램 제공,행정·안전,경찰청,중앙행정기관,개인,기타(교육)||기타(상담)||상담/법률지원,방문신청,접수기관 별 상이,,,경찰민원콜센터/182,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/132000000001,,,,,제한없음,,,,,,제한없음,,,,,[],[],국내 체류 외국인,,서류심사,[],[],국내 체류 중인 외국인,외국인이라면 누구나 선정 가능,전국,[],,,,,,,
132000000002,다문화 가족 및 취약계층 대상 운전면허교실 운영 지원,다문화 가족 및 취약계층 대상으로 운전면허교실 운영 지원,행정·안전,경찰청,중앙행정기관,개인,기타(교육),방문신청,접수기관에 문의,,,경찰민원콜센터/182,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/132000000002,,,,,제한없음,,,,,,제한없음,,외국인 근로자,,,"['이주여성', '실질적인 사회 정착 지원이 필요한 외국인']",[],국내 체류 외국인 중 이주여성 및 외국인 근로자 중심으로 실질적인 사회 정착 지원이 필요한 대상,,서류심사,[],[],국내 체류 중인 외국인,,전국,[],,,운전면허 교육 및 교육 이수자 지원,,,,
132000000003,외국인 피해자 지원제도 안내·연계 서비스,체류 외국인 대상으로 도움센터 운영(전국 약 394개소),행정·안전,경찰청,중앙행정기관,개인,기타(상담)||상담/법률지원,방문신청,접수기관에 문의,,,경찰민원콜센터/182,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/132000000003,,,,,제한없음,,,,,,제한없음,,,,,[],[],국내 체류 외국인,,서류심사,[],[],국내 체류 중인 외국인,,전국,[],,,,,,,
132000000006,운전면허 적성검사 간소화 서비스 제공,조건에 부합하는 1종보통 운전면허 적성검사 대상자에게 신체검사 수수료 감면 제공,행정·안전,경찰청,중앙행정기관,개인,현금(감면),기타 온라인신청||방문신청,적성검사(갱신) 기간 내,,,도로교통공단/1577-1120,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/132000000006,,,,,제한없음,,,,,,제한없음,,,,,[],[],1종 보통 운전면허 적성검사 대상,신체검사 수수료 감면 제공,서류심사,[],[],지원대상과 동일해야 함,,전국,[],,,,,,,
132000000008,범죄피해자 보호·지원,강력범죄 피해자 대상 안전조치 실시 및 지원제도 연계,행정·안전,경찰청,중앙행정기관,개인,기타||기타(상담)||상담/법률지원||의료지원||현물,방문신청,접수기관에 문의,,,경찰민원콜센터/182,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/132000000008,,,,,제한없음,,,,,,제한없음,,,,,[],[],강력범죄 피해자,,서류심사,"['신분증 사본', '강력범죄 피해자 확인서']","['신청자 자격 여부', '피해 정도 확인']",강력범죄 피해자로 확인된 자에 한함,,전국,[],,,,,,,
132000000009,참고인 여비 지급,경찰관서에 출석한 범죄수사 참고인 등에게 여비 지급,행정·안전,경찰청,중앙행정기관,개인,상담/법률지원||현금,방문신청,국가재정법 제96조 국가에대한 일반적 채권시효 5년 준용,,,경찰민원콜센터/182,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/132000000009,,,,,제한없음,,,,,,제한없음,,,,,[],['범죄 수사 참고인'],,,서류심사,[],[],지급하지 아니할 수 있는 경우를 제외,,전국,[],,,,,,,
134200000003,교육급여,초중고 학생에게 교육활동지원비 지원(초중고 학생별 차등지급),보육·교육,교육부,중앙행정기관,개인,이용권,기타 온라인신청||방문신청,상시신청,461000.0,727000.0,보건복지상담센터/129||교육비원클릭 신청시스템 상담센터/1544-9654,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000003,,,,,제한없음,중위소득,50.0,,,,있음,,학생,,,['기초생활수급자'],[],국민기초생활 보장법 제12조에 따라 소득 인정액이 기준 중위소득의 100분의 50 이하인 사람으로 다음 각호의 학교 또는 시설에 입학 또는 재학하는 자,초·중등교육법 제2조세1호에 따른 초등학교·공민학교 · 초·중등교육법 제2조세2호의 규정에 의한 중학교·고등공민학교 · 초·중등교육법 제2조세3호의 규정에 의한 고등학교·고등기술학교 · 초·중등교육법 제2조세4호의 규정에 의한 특수학교 · 초·중등교육법 제2조세5호의 규정에 의한 각종학교로서 제1호 내지 제4호와 유사한 학교 · 평생교육법 제31조에 따른 학교 형태의 평생교육 시설(고등학교 졸업 이하의 학력이 인정되는 시설에 한함),소득 인정액 기준,[],['가구 규모별 기준 중위소득의 50%와 비교'],가구별로 산정된 소득 인정액을 기준 중위소득의 50%와 비교하여 수급자 선정,"소득 인정액 = 소득평가액 + 재산의 소득환산액, 소득평가액 = 실제 소득 - 가구 특성별 지출비용 - 근로소득공제, 재산의 소득환산액 = {(일반/금융 재산의 종류별 가액-기본재산액-부채)+승용차 재산액수} X 재산의 종류별 소득환산율",전국,[],,,,,,,
134200000006,국립특수학교 및 국립부설학교 특수학급 지원,"방과후학교, 늘봄학교, 돌봄교실, 통학비 및 치료지원비 지원 등 교수학습 활동 지원",보육·교육,교육부,중앙행정기관,개인,기타,방문신청,상시신청,,,교육부 특수교육정책과/044-203-6569,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000006,,,,,제한없음,,,,,,제한없음,,,,,['장애인'],[],"국립특수학교, 국립대학부설유치원 및 학교 배치 특수교육대상자",,서류심사,"['서류1', '서류2']",[],학생 * 장애인 등에 대한 특수교육법 제15조에 따라 시도교육청 교육감(장)에 의해 선정,,전국,[],,,,,,,
134200000007,대학원 학과 기반 교육연구단 연구장학금 등 지원(4단계 두뇌한국21 사업),"대학원 학과기반 사업단 소속 대학원생에 연구장학금, 산학협력 활동지원비 등 지급",보육·교육,교육부,중앙행정기관,개인,현금(장학금),방문신청,접수기관 별 상이,,,BK21사업팀/042-869-6447,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000007,,,,,제한없음,,,,,,제한없음,,,대학원,,[],[],대학원 학과를 기반으로 구성된 교육연구단(팀),,평가,[],"['연구계획서 평가', '연구 역량 평가']",연구장학금 수혜 대상 선발,평가 및 선정 완료,전국,[],,,,,,,
134200000008,글로벌 현장학습 프로그램 운영,"대학생에게 글로벌 현장학습을 위한 항공료, 보험료, 체재비 등을 지원",보육·교육,교육부,중앙행정기관,개인,기타(교육)||현금,기타 온라인신청,사업별 공고 확인,,,전문대학 글로벌 현장학습/02-3145-1252||한미대학생연수(WEST)/02-3668-1307||한일대학생연수/053-238-2991||파란사다리/053-238-2971,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000008,,,,,제한없음,,,,,,제한없음,청년,학생,대졸,무관,[],[],"대학생 및 전문대학생 (일반대학 4학기, 전문대학 2학기 이상 수료자)",,서류심사 및 면접,"['학업이수계획서', '성적증명서', '자기소개서']","['학업성취도', '인성 및 의지', '어학능력']",한일대학생연수 지원자는 국외 현장학습을 위한 필수 일본어 구사 능력이 요구됨,"서류심사를 통해 1차 합격자를 선발하며, 이후 면접을 통해 최종 선발됨",전국,[],,,,,,,
134200000010,장애학생 가족 참여 국외체험 연수 지원,"특수교육대상 중고등학생 및 가족, 특수교사 등에게 국외체험연수 기회 제공",보육·교육,교육부,중앙행정기관,개인,기타(교육)||문화/여가지원,직접입력,접수기관 별 상이,,,교육부 국립특수교육원 연수과/041-537-1465,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000010,,,,,제한없음,,,,,,제한없음,,,,,['장애인'],['특수교사'],특수교육대상 중고등학교학생 및 학생의 보호자,,추첨,[],[],"시도교육청에서 대상 학생, 보호자, 특수교사 추천",,전국,[],,,,,,,
134200000011,인문100년장학금,대학교 인문사회계열 학과(부) 재학생 대상으로 등록금 및 생활비 지원,보육·교육,교육부,중앙행정기관,개인,현금(장학금),기타 온라인신청,사업별 공고 확인,2500000.0,2500000.0,한국장학재단 상담센터/1599-2290,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000011,,,,,제한없음,,,,,,제한없음,,,대졸,무관,[],[],대한민국 국적 소지자로서 사업 참여대학의 인문사회계열 학과(부) 재학생 중 선발기준을 충족한 우수학생,,종합평가,[],"['학업성적', '학생역량', '경제적 수준', '전공분야 우수성', '성장가능성']","전공탐색유형(4년 지원) - 경제적 수준, 학업성적, 전공분야 우수성, 성장가능성 평가 / 전공확립유형(2년 지원) - 기본자격 요건 충족, 학업성적, 경제적 수준, 학생역량 평가 (직전학기 평균성적 90점 이상 또는 평점 3.6점 이상/4.5점 만점, 취득 이수학점이 소속대학 졸업이수학점의 40% 이상)",,전국,[],,,,,,,
134200000014,대학입학전형료 면제·감액,국가보훈대상자 등 경제적 여건이 곤란한 학생의 대학 입학전형료 면제 또는 감액,보육·교육,교육부,중앙행정기관,개인,현금(감면),방문신청,대입원서 작성 및 접수 시,,,교육부 인재선발제도과/044-203-6889,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/134200000014,,,,,제한없음,,,,,,제한없음,,,,,"['국가보훈대상자', '기초생활보장 수급자', '그 밖에 경제적 사정이 곤란한 사람']",[],대학의 장이 입학전형료를 면제하거나 감액할 필요가 있다고 인정하는 사람,,동일,[],[],지원자의 대상이 지원대상과 동일해야 함,,전국,[],,,,,,,
